SUBJECT_CUI,PREDICATE,OBJECT_CUI
C0037384,ASSOCIATED_WITH,C0856695
C0037384,ASSOCIATED_WITH,C0949083
C0037473,ASSOCIATED_WITH,C0012634
C0037473,ASSOCIATED_WITH,C0151521
C0037473,ASSOCIATED_WITH,C0023048
C0037473,ASSOCIATED_WITH,C0028756
C0037473,ASSOCIATED_WITH,C0020550
C0162772,AUGMENTS,C0001272
C0037473,AUGMENTS,C0221102
C0037473,AUGMENTS,C0178665
C0037473,AUGMENTS,C1516334
C0037473,COEXISTS_WITH,C0011947
C0065331,COEXISTS_WITH,C0032821
C0037473,COEXISTS_WITH,C0037494
C0037473,COEXISTS_WITH,C0257928
C0037473,COEXISTS_WITH,C0175814
C0007289,INHIBITS,C0032821
C0036751,INTERACTS_WITH,C0006675
C0037473,INTERACTS_WITH,C0032821
C0037473,STIMULATES,C0001473
C0037473,STIMULATES,C0006675
C0037473,STIMULATES,C0032821
C0009968,STIMULATES,C0596902
C0546858,TREATS,C0003469
C0037479,TREATS,C0022876
C0037479,TREATS,C0025587
C0072916,TREATS,C0038220
C0037487,TREATS,C0013238
C0037490,TREATS,C0014836
C0037490,TREATS,C0740268
C0037490,TREATS,C0011847
C0055011,TREATS,C0035243
C0037490,TREATS,C0013504
C0037490,TREATS,C0023223
C0021246,TREATS,C0042029
C4519427,TREATS,C0149778
C0037490,TREATS,C0151747
C0037492,INTERACTS_WITH,C0597329
C0037492,INTERACTS_WITH,C0014355
C0042305,ASSOCIATED_WITH,C0020538
C0037494,AUGMENTS,C0005823
C0037494,AUGMENTS,C0018270
C0790233,AUGMENTS,C0020538
C0037494,COEXISTS_WITH,C0058056
C0037494,COEXISTS_WITH,C0020600
C0037494,DISRUPTS,C0037361
C0037494,INTERACTS_WITH,C0022023
C0037494,INTERACTS_WITH,C1414605|8074
C0037494,INTERACTS_WITH,C0036140
C0037494,INTERACTS_WITH,C0043047
C0368666,STIMULATES,C0052451
C0037494,TREATS,C0028296
C0257928,TREATS,C0009932
C0083990,TREATS,C0010037
C0037494,TREATS,C0011175
C0037494,TREATS,C0012984
C0006222,TREATS,C0013238
C0772313,TREATS,C0020625
C0037494,TREATS,C0026809
C0037494,TREATS,C0030705
C0359299,TREATS,C0034693
C0037494,TREATS,C0034709
C0037494,TREATS,C0206745
C0037494,TREATS,C0036982
C0037494,TREATS,C0038435
C0037494,TREATS,C0043251
C0304965,TREATS,C0857121
C0037496,TREATS,C0004626
C0037496,TREATS,C0007642
C0037496,TREATS,C0151482
C0037496,TREATS,C0031572
C0037496,TREATS,C0032787
C0037496,TREATS,C0038166
C0037496,TREATS,C0042029
C0037496,TREATS,C0043241
C0037506,COEXISTS_WITH,C0043047
C0037507,TREATS,C0020437
C0037507,TREATS,C0029396
C0304428,TREATS,C0030186
C0037508,COEXISTS_WITH,C0037098
C0037508,TREATS,C0263361
C0037508,TREATS,C0206193
C0037508,TREATS,C0034693
C0037508,TREATS,C1510471
C0037512,TREATS,C0040262
C0728774,TREATS,C0311375
C0037513,TREATS,C0002965
C0037513,TREATS,C0275652
C1119918,TREATS,C0010072
C0037513,TREATS,C0027051
C0037513,TREATS,C0032787
C0037513,TREATS,C0034065
C0037513,TREATS,C0040038
C0007545,TREATS,C0040046
C0037518,COEXISTS_WITH,C0359299
C0037518,COEXISTS_WITH,C0790233
C1696547,TREATS,C0037278
C0037518,TREATS,C0040259
C0023791,TREATS,C0043241
C0037521,TREATS,C0025427
C0037521,TREATS,C0011156
C0037521,TREATS,C0020550
C0037521,TREATS,C0751772
C0037521,TREATS,C0034530
C0037521,TREATS,C0038160
C0037521,TREATS,C0242184
C0037521,TREATS,C0043246
C0037521,TREATS,C0043253
C0037530,TREATS,C0014849
C0286737,TREATS,C0042345
C0037531,TREATS,C0004623
C0037531,TREATS,C0007642
C0029997,TREATS,C0014121
C0037531,TREATS,C0029443
C0037531,TREATS,C0032787
C0037531,TREATS,C0035243
C0037531,TREATS,C0036690
C0037531,TREATS,C0751249
C0037531,TREATS,C0042029
C0037531,TREATS,C0043241
C0037531,TREATS,C0085437
C0037531,TREATS,C0162627
C0037532,TREATS,C0034693
C0037533,AUGMENTS,C0023775
C0037533,AUGMENTS,C0042401
C0037533,DISRUPTS,C1140999
C0771588,INTERACTS_WITH,C0028128
C0887127,STIMULATES,C0018338
C0037533,STIMULATES,C0018358
C0037533,STIMULATES,C0028128
C0037533,STIMULATES,C1097411
C0037533,TREATS,C0559031
C4478126,TREATS,C0020538
C0037533,TREATS,C0020540
C0037533,TREATS,C0021890
C0037533,TREATS,C0238607
C0037533,TREATS,C1135183
C0453273,TREATS,C0004623
C0037536,TREATS,C0007642
C0037536,TREATS,C0014121
C0037536,TREATS,C0029443
C0037536,TREATS,C0032787
C0037536,TREATS,C0035243
C0037536,TREATS,C0014179
C0037536,TREATS,C0038160
C0037536,TREATS,C0042029
C0037536,TREATS,C0043241
C0037536,TREATS,C0001255
C0037537,TREATS,C0858321
C0037537,TREATS,C0027404
C0037537,TREATS,C0030705
C0037537,TREATS,C0751362
C0206460,TREATS,C0001261
C0037540,TREATS,C0003175
C0037540,TREATS,C0004623
C0037540,TREATS,C0006434
C0037540,TREATS,C0014009
C0037540,TREATS,C0014118
C0037540,TREATS,C0041321
C0037540,TREATS,C0034888
C0037540,TREATS,C0018081
C0037540,TREATS,C0023860
C0037540,TREATS,C0025303
C0037540,TREATS,C0030636
C0085259,TREATS,C0031046
C0887581,TREATS,C0032269
C0037540,TREATS,C0349464
C2607621,TREATS,C0035243
C0037540,TREATS,C0036117
C0059871,TREATS,C0036690
C0037540,TREATS,C0038160
C0037540,TREATS,C1531702
C0037540,TREATS,C0010054
C0037540,TREATS,C0042029
C0037540,TREATS,C0162627
C0037540,TREATS,C1301422
C0037548,TREATS,C1292758
C0037549,TREATS,C0001144
C0031935,TREATS,C0022603
C0037549,TREATS,C0033860
C0030827,TREATS,C0034693
C1504917,TREATS,C0036271
C0020336,TREATS,C0036508
C0037549,TREATS,C3665596
C0037556,TREATS,C0264162
C0037556,TREATS,C0030705
C0037556,TREATS,C0042345
C0919352,TREATS,C0005586
C0037567,TREATS,C0001588
C0037567,TREATS,C0014544
C0037567,TREATS,C1261469
C3644419,TREATS,C0030705
C0037567,TREATS,C0025936
C0037567,TREATS,C1328252
C0037567,TREATS,C0525045
C0037638,INTERACTS_WITH,C0032207
C0037638,INTERACTS_WITH,C0022023
C0037638,INTERACTS_WITH,C0032521
C0037638,INTERACTS_WITH,C0033684
C0059792,INTERACTS_WITH,C0033727
C0286152,INTERACTS_WITH,C0036140
C0038128,INTERACTS_WITH,C0043047
C0037638,INTERACTS_WITH,C0220806
C0079389,INTERACTS_WITH,C0597488
C0037643,INHIBITS,C0001044
C0037643,TREATS,C0034693
C0037657,ASSOCIATED_WITH,C0220615
C0037657,ASSOCIATED_WITH,C0006826
C0037657,AUGMENTS,C0018270
C0037657,INTERACTS_WITH,C0007634
C4278198,INTERACTS_WITH,C0021665
C0037657,INTERACTS_WITH,C0037663
C0037657,INTERACTS_WITH,C0074825
C0037657,TREATS,C0008059
C0015296,TREATS,C0030705
C0037657,TREATS,C0034693
C0037659,DISRUPTS,C1154417
C0037659,DISRUPTS,C0085416
C0034804,INHIBITS,C0017687
C0037659,INHIBITS,C3273659|7170
C0037659,INHIBITS,C0021641
C0037659,INHIBITS,C1427969|9817
C0037659,INTERACTS_WITH,C1515879
C0037659,INTERACTS_WITH,C0021792
C4746084,INTERACTS_WITH,C0027882
C0018296,TREATS,C0012984
C0037659,TREATS,C0019080
C0037659,TREATS,C1123019
C1703576,TREATS,C0030705
C4683810,TREATS,C0034693
C1527432|3576,INTERACTS_WITH,C0007634
C0037659|6750,INTERACTS_WITH,C0225336
C1566154,TREATS,C0012984
C0037659|6750,TREATS,C0029921
C0037659|6750,TREATS,C0034693
C0037663,ASSOCIATED_WITH,C0001206
C0037663,ASSOCIATED_WITH,C0028754
C0037663,ASSOCIATED_WITH,C0014118
C0037663,AUGMENTS,C0596840
C0037663,AUGMENTS,C0023796
C0169964,COEXISTS_WITH,C0021665
C0037663,INHIBITS,C0021665
C0037663,INTERACTS_WITH,C3179121
C0037663,INTERACTS_WITH,C0021665
C0037663,STIMULATES,C0021665
C0037663,STIMULATES,C0031715
C0037663,STIMULATES,C0597295
C0037663,STIMULATES,C1335875|6776
C0037663,STIMULATES,C1519726
C0037663,TREATS,C0001206
C0812281|6098,TREATS,C0001675
C0037663,TREATS,C0939793
C0037663,TREATS,C0008059
C0009392,TREATS,C0012984
C5834201,TREATS,C0020114
C0037663,TREATS,C0025266
C0037663,TREATS,C0026809
C0037663,TREATS,C0028754
C0037663,TREATS,C0030705
C0037663,TREATS,C0032897
C0037663,TREATS,C0034693
C0037663,TREATS,C0036945
C0243044,TREATS,C0039005
C0037663,TREATS,C0041408
C0524889,TREATS,C0043210
C0037663,TREATS,C0086287
C0037663,TREATS,C0205653
C0520986,TREATS,C0271561
C0037663,TREATS,C0349588
C0037663,TREATS,C0870221
C0051978|3497,TREATS,C0870604
C0037668,AUGMENTS,C1160602
C0123242|2208,STIMULATES,C0037663
C0037668,TREATS,C0008059
C0037668,TREATS,C0030705
C0037668,TREATS,C0034693
C0037680,USES,C0010337
C0037680,USES,C0182400
C0010995,USES,C0728475
C0037688,TREATS,C2926602
C0037688,TREATS,C0030705
C0037688,TREATS,C0032343
C0037688,TREATS,C0034705
C0037688,TREATS,C0241863
C0037707,TREATS,C0085652
C0771385,TREATS,C0004238
C0886658,TREATS,C0004239
C0012695,TREATS,C0030705
C0037707,TREATS,C0021670
C0037707,TREATS,C0042510
C0037707,TREATS,C0042514
C0037732,TREATS,C0020517
C0721973,TREATS,C0162429
C0037766,TREATS,C0022104
C0037802,USES,C0041928
C0037803,USES,C0180392
C0037805,USES,C1571809
C0037806,USES,C0004185
C0008564,USES,C1413357|8837
C0037812,USES,C0008813
C0037812,USES,C0022023
C0037812,USES,C0026341
C0016263,USES,C0031705
C0369671,USES,C0033727
C0242940,USES,C0035028
C0729856,USES,C0180392
C0037812,USES,C0181532
C0037812,USES,C0182400
C0487602,USES,C0183395
C0037812,USES,C0205750
C1449705,USES,C0242849
C1441758,USES,C0260061
C0037812,USES,C0309989
C1441615,USES,C0392254
C0598730,USES,C0444427
C0037812,USES,C0567415
C0037812,USES,C0428462
C1511327,USES,C1135846
C0037812,USES,C1332120|545
C0037812,USES,C1335823|7979
C0037812,USES,C1421479|8936
C0679560,USES,C1441621
C0037812,USES,C1511790
C0037812,USES,C1516801
C1441554,USES,C1553628
C0037812,USES,C0087123
C0037812,USES,C1719039
C0037812,USES,C2699997
C0037812,USES,C2700282
C0037813,USES,C0024751
C0037813,USES,C0008551
C0037813,USES,C0008555
C0037813,USES,C0008562
C4054772,USES,C0013879
C0037813,USES,C0260252
C0037813,USES,C0022023
C0037813,USES,C0242275|1950
C0037813,USES,C0033684
C0037813,USES,C0182400
C1281901,USES,C0183396
C0037813,USES,C0185115
C0040284,USES,C0201699
C0037813,USES,C0019635
C0872262,USES,C0436196
C0037813,USES,C0441666
C1277266,USES,C0598827
C0596389,USES,C0872318
C0037813,USES,C1328856
C0037813,USES,C1441604
C0037813,USES,C3897943
C0037813,USES,C1720880
C0206055,USES,C1518101
C0949632,USES,C1533685
C0678646,USES,C1553145
C0037813,USES,C1719039
C1522662,USES,C2347727
C0037815,USES,C0920508
C0037815,USES,C0182400
C0037815,USES,C4528689
C0037817,ASSOCIATED_WITH,C0012634
C0037817,ASSOCIATED_WITH,C0030567
C0037817,COEXISTS_WITH,C0042034
C0038845,PRODUCES,C0008059
C0037831,TREATS,C0008059
C0037831,TREATS,C0030705
C0037853,COEXISTS_WITH,C0042789
C0037868,INTERACTS_WITH,C0032112
C0037868,PRODUCES,C0162772
C0017911,INTERACTS_WITH,C0032433
C0037874,INTERACTS_WITH,C0005301
C0037903,INTERACTS_WITH,C0037906
C0037903,PRODUCES,C0007745
C1135843,INTERACTS_WITH,C0007745
C0037906,INTERACTS_WITH,C0008377
C0037907,INHIBITS,C5450069
C0037929,COEXISTS_WITH,C0037937
C0267716,COEXISTS_WITH,C0175677
C1456574,DISRUPTS,C0162638
C0037935,TREATS,C0007789
C4725032,TREATS,C0008059
C0394871,TREATS,C0030705
C0037935,TREATS,C0324143
C0037935,TREATS,C0036439
C0877341,TREATS,C0038016
C0037935,TREATS,C0205653
C0037935,TREATS,C0410698
C0037935,TREATS,C0410702
C0037935,TREATS,C0022680
C0037935,TREATS,C0595995
C0037935,TREATS,C1285162
C0037943,TREATS,C0008059
C0037943,TREATS,C0021270
C0037943,TREATS,C0238598
C0037943,TREATS,C0030705
C0037956,TREATS,C0036945
C0037982,ASSOCIATED_WITH,C0018801
C0037982,INHIBITS,C0002006
C4058574,INHIBITS,C0066563
C0037982,TREATS,C0003962
C0037982,TREATS,C0013604
C0037982,TREATS,C0018801
C0037982,TREATS,C0014488
C0037982,TREATS,C0019572
C0037982,TREATS,C0020428
C0037982,TREATS,C0020538
C0008809,TREATS,C0020621
C0037982,TREATS,C0870602
C0037982,TREATS,C0033147
C3883231,TREATS,C0043210
C0030899,TREATS,C0264716
C0037982,TREATS,C0489482
C0037982,TREATS,C0007102
C0037993,PRODUCES,C1271607
C0037995,TREATS,C0001675
C0037995,TREATS,C0017668
C0037995,TREATS,C0406317
C0037995,TREATS,C0002878
C0810152,TREATS,C0002895
C0037995,TREATS,C0087178
C0037995,TREATS,C0012634
C0398307,TREATS,C0012984
C0037995,TREATS,C0018939
C0037995,TREATS,C0019080
C0037995,TREATS,C0019204
C0037995,TREATS,C0019829
C0037995,TREATS,C0016719
C0037995,TREATS,C0020541
C0037995,TREATS,C0023443
C0037995,TREATS,C0029077
C0021885,TREATS,C0023890
C0162577,TREATS,C0024623
C0037995,TREATS,C0026809
C0037995,TREATS,C0026987
C0037995,TREATS,C0870602
C0037995,TREATS,C0034693
C0184985,TREATS,C0037889
C2827774,TREATS,C0038000
C0037995,TREATS,C0038002
C0037995,TREATS,C0749008
C0037995,TREATS,C0043117
C0456980,TREATS,C0043210
C0037995,TREATS,C0043251
C0037995,TREATS,C0160405
C0037995,TREATS,C0241231
C0037995,TREATS,C0272286
C0037995,TREATS,C0272293
C0037995,TREATS,C0272412
C0192362,TREATS,C0398650
C0037995,TREATS,C1457887
C0038002,ASSOCIATED_WITH,C0012634
C0038009,TREATS,C0030705
C0336910,TREATS,C0008059
C0038039,TREATS,C0237401
C0038039,TREATS,C0027361
C0038039,TREATS,C0871463
C0038039,TREATS,C0043210
C0038039,TREATS,C0027362
C0038039,TREATS,C0238703
C0038071,COEXISTS_WITH,C0028908
C2985410,USES,C0026336
C0038136,USES,C0657244
C0038143,TREATS,C0017574
C0038143,TREATS,C0004615
C1522468,AUGMENTS,C0018270
C1882138,INHIBITS,C0036751
C0038148,INTERACTS_WITH,C0002844
C0038148,INTERACTS_WITH,C5455243
C0038148,INTERACTS_WITH,C0039601
C0038148,STIMULATES,C0034786|367
C0038148,TREATS,C0025266
C0038148,TREATS,C0034694
C0038148,TREATS,C0030705
C4724806,TREATS,C0034693
C0038148,TREATS,C0043210
C0038148,TREATS,C0086287
C3888064,TREATS,C0086582
C0061073,TREATS,C0271932
C0038149,TREATS,C0019243
C0038150,TREATS,C0002063
C0038150,TREATS,C0030705
C0038154,TREATS,C0022073
C0038154,TREATS,C1516213
C0038172,ASSOCIATED_WITH,C0267953
C0042629,ASSOCIATED_WITH,C0011615
C0038172,ASSOCIATED_WITH,C0012634
C0006034,ASSOCIATED_WITH,C0021311
C0038172,ASSOCIATED_WITH,C0024894
C0038172,ASSOCIATED_WITH,C0024895
C0038172,INTERACTS_WITH,C0317597
C0042629,INTERACTS_WITH,C0014834
C0038172,INTERACTS_WITH,C0033809
C0038172,INTERACTS_WITH,C0020855
C0038172,PRODUCES,C0002976
C0317597,PRODUCES,C0206527
C0331716,PRODUCES,C0210666
C0038172,PRODUCES,C0597508
C0038172,PRODUCES,C0597979
C0038172,PRODUCES,C0018321
C0038172,PRODUCES,C1617068
C0038174,ASSOCIATED_WITH,C0023473
C0038179,COEXISTS_WITH,C0304965
C0038179,INTERACTS_WITH,C0038636
C0038179,TREATS,C0039011
C0038187,ASSOCIATED_WITH,C0014834
C0038187,INTERACTS_WITH,C0871261
C0038220,COEXISTS_WITH,C0014544
C0038250,INTERACTS_WITH,C0004112
C5707881,INTERACTS_WITH,C0007634
C0038250,INTERACTS_WITH,C0014597
C0038250,INTERACTS_WITH,C3179121
C1321301,INTERACTS_WITH,C0027882
C0038250,INTERACTS_WITH,C0028944
C0036770,INTERACTS_WITH,C0029418
C0038250,INTERACTS_WITH,C1511246
C0038250,INTERACTS_WITH,C0206131
C0038250,INTERACTS_WITH,C1113654
C0376604,INTERACTS_WITH,C0225369
C0038250,INTERACTS_WITH,C0225828
C0038250,INTERACTS_WITH,C0227525
C0038250,PRODUCES,C0018284
C0038250,PRODUCES,C0062507
C0038257,PREVENTS,C0009566
C0184165,PREVENTS,C0020507
C0038257,PREVENTS,C1504464
C0038257,TREATS,C0001883
C0038257,TREATS,C0002940
C0038257,TREATS,C0278140
C0038257,TREATS,C5238472
C0038257,TREATS,C0007282
C0450152,TREATS,C0007766
C0038257,TREATS,C0008059
C0038257,TREATS,C0009566
C0038257,TREATS,C0010054
C0038257,TREATS,C0010068
C0038257,TREATS,C0011168
C0038257,TREATS,C0011847
C0038257,TREATS,C0011849
C0038257,TREATS,C3241937
C0038257,TREATS,C0012984
C0038257,TREATS,C0016169
C0038257,TREATS,C0021270
C0038257,TREATS,C0027051
C1275745,TREATS,C0028778
C3494288,TREATS,C0030705
C0038257,TREATS,C0033845
C0725066,TREATS,C0038449
C0038257,TREATS,C0038833
C0038257,TREATS,C0039005
C0038257,TREATS,C0039082
C0021513,TREATS,C0040053
C0493733,TREATS,C0040583
C0180658,TREATS,C0041956
C0038257,TREATS,C0043210
C0493535,TREATS,C0085096
C0179390,TREATS,C0152021
C0038257,TREATS,C0155626
C0038257,TREATS,C0162869
C0038257,TREATS,C0221198
C0038257,TREATS,C0237154
C0038257,TREATS,C0242231
C0038257,TREATS,C0332886
C0038257,TREATS,C0333166
C0038257,TREATS,C0154828
C0038257,TREATS,C0333187
C0038257,TREATS,C0022680
C0038257,TREATS,C0599755
C0038257,TREATS,C0751956
C0038257,TREATS,C0311392
C1260869,TREATS,C0917996
C0038257,TREATS,C0947637
C0038257,TREATS,C0948089
C0038257,TREATS,C1257890
C0038257,TREATS,C1261287
C0038257,TREATS,C0008526
C0038257,TREATS,C1457887
C0038257,TREATS,C1510412
C0032042,TREATS,C1536220
C1322793,TREATS,C1608322
C0038257,TREATS,C3898473
C0032042,USES,C0004171
C0179031,USES,C0005978
C0438847,USES,C0021102
C0038257,USES,C0037114
C0038257,USES,C0183512
C0038257,USES,C0175731
C0336630,USES,C0178987
C0180153,USES,C0302583
C0038257,USES,C0441295
C0027524,USES,C0557689
C0038257,USES,C0813036
C0587723,USES,C1322815
C0038288,USES,C0179177
C0038289,TREATS,C0175989
C0038289,TREATS,C0043210
C0038317,ASSOCIATED_WITH,C0004096
C0038317,ASSOCIATED_WITH,C0553576
C0038317,ASSOCIATED_WITH,C1153734
C0038317,ASSOCIATED_WITH,C0879626
C0038317,AUGMENTS,C0004096
C0038317,AUGMENTS,C0009324
C0038317,AUGMENTS,C0010346
C0038317,AUGMENTS,C0012634
C0064673,AUGMENTS,C0018270
C0543421,AUGMENTS,C0162638
C0038317,COEXISTS_WITH,C0058954
C0038317,COEXISTS_WITH,C0021966
C0038317,DISRUPTS,C0018270
C0038317,INTERACTS_WITH,C0002844
C0543421,INTERACTS_WITH,C0014442
C0064673,INTERACTS_WITH,C0014939
C0038317,INTERACTS_WITH,C1416167|28949
C0535968,INTERACTS_WITH,C0018061
C0038317,INTERACTS_WITH,C0597357
C0535968,PREVENTS,C0021368
C0535968,STIMULATES,C0023607
C0038317,TREATS,C4722227
C0038317,TREATS,C0003873
C0038317,TREATS,C0341858
C0038317,TREATS,C0680085
C0038317,TREATS,C0009324
C0064673,TREATS,C0009566
C0038317,TREATS,C0029888
C0038317,TREATS,C0012634
C0038317,TREATS,C1868938
C0535968,TREATS,C0021368
C0038317,TREATS,C0024141
C0038317,TREATS,C0027430
C0543421,TREATS,C0027726
C0038317,TREATS,C0337680
C0038317,TREATS,C0032285
C0543421,TREATS,C0039082
C0038317,TREATS,C0042164
C0038317,TREATS,C0012242
C0038317,TREATS,C1457887
C0038317,TREATS,C5203670
C0038323,INTERACTS_WITH,C4060007
C0038326,TREATS,C0036323
C0038348,PREVENTS,C0032807
C0179768,PREVENTS,C0149871
C0038348,TREATS,C0030705
C0038351,PRODUCES,C1453642
C0038395,COEXISTS_WITH,C0002418
C0038402,ASSOCIATED_WITH,C1299433
C0038408,PRODUCES,C0028115
C0022940,ASSOCIATED_WITH,C0011334
C0038409,ASSOCIATED_WITH,C0011389
C0038410,ASSOCIATED_WITH,C0206245
C0022938,ASSOCIATED_WITH,C0025289
C0038410,ASSOCIATED_WITH,C0032285
C0913469,ASSOCIATED_WITH,C0027051
C0038418,ASSOCIATED_WITH,C0028887
C0038418,STIMULATES,C0032140|5340
C0038418,TREATS,C0003838
C0038418,TREATS,C0027051
C0038418,TREATS,C4304779
C0038418,TREATS,C0034065
C0038418,TREATS,C0040053
C0038418,TREATS,C0042487
C0038418,TREATS,C0149871
C0038418,TREATS,C0155626
C0205881,ASSOCIATED_WITH,C0041296
C0038425,ASSOCIATED_WITH,C0940933
C0038425,AUGMENTS,C0596988
C0038425,DISRUPTS,C0018270
C0038425,INTERACTS_WITH,C0003232
C0038425,TREATS,C0019158
C0038425,TREATS,C0007947
C0038425,TREATS,C0008059
C0038425,TREATS,C0014121
C0038425,TREATS,C0393639
C0038425,TREATS,C0221244
C0038425,TREATS,C0022729
C0038425,TREATS,C0026809
C0038425,TREATS,C0026918
C0038425,TREATS,C0030705
C0007546,TREATS,C0032064
C0038425,TREATS,C0033700
C0038425,TREATS,C0038395
C0038425,TREATS,C0041296
C0038425,TREATS,C0276688
C0038425,TREATS,C0267209
C0038425,TREATS,C0041351
C0038425,TREATS,C0042029
C0038425,TREATS,C0275959
C0772217,TREATS,C0276026
C5448083,TREATS,C0520775
C0038425,TREATS,C0036330
C0038425,TREATS,C0524910
C3709474,TREATS,C0729524
C0038426,TREATS,C0010308
C0038426,TREATS,C0007947
C0038426,TREATS,C0014121
C0015117,TREATS,C0014836
C0038426,TREATS,C1535939
C0038426,TREATS,C0022729
C0038426,TREATS,C0026918
C0038426,TREATS,C0155626
C0038426,TREATS,C0033700
C0282239,TREATS,C0038395
C0038426,TREATS,C0041351
C0038426,TREATS,C0011849
C0038432,AUGMENTS,C1326504
C0076404,COEXISTS_WITH,C0006353
C0038432,STIMULATES,C1442864|23771
C0354594,TREATS,C0009404
C0027444,TREATS,C0011847
C0285590,TREATS,C0019829
C0038432,TREATS,C0025921
C0038432,TREATS,C0026809
C0038432,TREATS,C0030705
C0038432,TREATS,C0034693
C0038432,TREATS,C0034705
C0038432,TREATS,C0034715
C4018667,TREATS,C0034716
C0038432,TREATS,C1328479
C0038435,COEXISTS_WITH,C0338908
C0038435,COEXISTS_WITH,C0004096
C0038435,COEXISTS_WITH,C0004153
C0038435,COEXISTS_WITH,C0006105
C0038435,COEXISTS_WITH,C0008679
C0020461,COEXISTS_WITH,C0011847
C0038435,COEXISTS_WITH,C0009326
C0038435,COEXISTS_WITH,C0042847
C0038435,COEXISTS_WITH,C0010691
C0038435,COEXISTS_WITH,C0020538
C0038435,COEXISTS_WITH,C0917996
C0038435,COEXISTS_WITH,C0025345
C0038435,COEXISTS_WITH,C0021390
C0038435,COEXISTS_WITH,C0751356
C0581124,COEXISTS_WITH,C0030193
C0038435,COEXISTS_WITH,C0030567
C0038435,COEXISTS_WITH,C0086132
C1269765,COEXISTS_WITH,C0277785
C0038435,COEXISTS_WITH,C0040923
C0038435,COEXISTS_WITH,C0699748
C0038435,COEXISTS_WITH,C1457887
C0038435,COEXISTS_WITH,C0748159
C0038436,COEXISTS_WITH,C4324621
C0025261,COEXISTS_WITH,C0011581
C0038436,COEXISTS_WITH,C0023787
C0038436,COEXISTS_WITH,C0042693
C3544321,COEXISTS_WITH,C0043251
C0038436,COEXISTS_WITH,C0022570
C0038443,COEXISTS_WITH,C0042165
C0936215,ASSOCIATED_WITH,C0015219
C0038454,ASSOCIATED_WITH,C0032529
C0038454,COEXISTS_WITH,C0242422
C0038454,COEXISTS_WITH,C0004238
C0038454,COEXISTS_WITH,C0339959
C0004135,COEXISTS_WITH,C0011847
C0038454,COEXISTS_WITH,C0011860
C0038454,COEXISTS_WITH,C4554531
C0235329,COEXISTS_WITH,C0016522
C0242966,COEXISTS_WITH,C0020538
C0038454,COEXISTS_WITH,C0021308
C0042485,COEXISTS_WITH,C0027051
C0038454,COEXISTS_WITH,C0035648
C0038454,COEXISTS_WITH,C0221198
C0038454,COEXISTS_WITH,C0733942
C0038454,COEXISTS_WITH,C0497327
C0038454,COEXISTS_WITH,C0751956
C0038454,COEXISTS_WITH,C0857121
C0038454,COEXISTS_WITH,C2717792
C0038454,COEXISTS_WITH,C0948008
C0038454,COEXISTS_WITH,C2363973
C0016719,COEXISTS_WITH,C0085393
C0038492,TREATS,C0030705
C0038492,USES,C1705920
C0038492,USES,C0009653
C0038492,USES,C0023150
C0038492,USES,C0026336
C0038492,USES,C0972401
C0038493,TREATS,C0030705
C0038495,TREATS,C0030705
C0038581,AUGMENTS,C0334221
C0038585,ASSOCIATED_WITH,C0021368
C0038585,ASSOCIATED_WITH,C0038002
C0038585,ASSOCIATED_WITH,C0878589
C0208355,ASSOCIATED_WITH,C0699748
C0038585,AUGMENTS,C1140999
C0038585,INTERACTS_WITH,C0007634
C0038585,INTERACTS_WITH,C0027882
C4694273,INTERACTS_WITH,C0164209
C0038585,STIMULATES,C0007634
C0020063|5741,STIMULATES,C0024880
C3272344,STIMULATES,C0027882
C0038585,STIMULATES,C0700477
C0038585,TREATS,C0337680
C0038585,TREATS,C0034693
C0038627,TREATS,C0008059
C0038627,TREATS,C1516213
C0038633,TREATS,C0013295
C0038633,TREATS,C0014868
C0038633,TREATS,C0017152
C3848583,TREATS,C0030705
C0038633,TREATS,C0001206
C0873162,TREATS,C0034693
C0772119,TREATS,C0038358
C0700536,TREATS,C0038362
C0017906,AUGMENTS,C0018270
C0038636,COEXISTS_WITH,C0017725
C0038636,COEXISTS_WITH,C0002611
C0038636,COEXISTS_WITH,C0043047
C1134651,COEXISTS_WITH,C0260055
C0038636,INTERACTS_WITH,C0014442
C0038636,INTERACTS_WITH,C0017725
C0038636,INTERACTS_WITH,C0873188
C1134651,INTERACTS_WITH,C0242209
C0038636,TREATS,C0006373
C0038638,TREATS,C0030705
C0038640,TREATS,C0018418
C0038640,TREATS,C0024236
C0038640,TREATS,C0030705
C0038640,TREATS,C0043210
C0795774,TREATS,C0398370
C0038661,COEXISTS_WITH,C0004936
C0038661,COEXISTS_WITH,C0038580
C0038661,COEXISTS_WITH,C0011581
C0456261,COEXISTS_WITH,C0012634
C4289806,COEXISTS_WITH,C0033975
C0038661,COEXISTS_WITH,C0013146
C0038661,COEXISTS_WITH,C0007398
C0038661,COEXISTS_WITH,C0752335
C0010957,COEXISTS_WITH,C0005586
C0038663,COEXISTS_WITH,C0011581
C0038663,COEXISTS_WITH,C0036341
C0038665,TREATS,C0001139
C0011810,TREATS,C0008311
C0038665,TREATS,C0014347
C0700548,TREATS,C0014836
C0059725,TREATS,C0022729
C0038665,TREATS,C0030705
C0038665,TREATS,C0033700
C0038665,TREATS,C0035468
C0038665,TREATS,C0456103
C0038665,TREATS,C0162871
C0038665,TREATS,C0341503
