SUBJECT_CUI,PREDICATE,OBJECT_CUI
C0036866,ASSOCIATED_WITH,C0038454
C0163557,ASSOCIATED_WITH,C0520679
C0036866,ASSOCIATED_WITH,C0850624
C0036866,ASSOCIATED_WITH,C5203670
C0036879,TREATS,C0205653
C0036883,ASSOCIATED_WITH,C0233494
C0036883,ASSOCIATED_WITH,C0948265
C0036883,INTERACTS_WITH,C0038317
C0036883,INTERACTS_WITH,C0039601
C0036884,ASSOCIATED_WITH,C0006142
C1562104,ASSOCIATED_WITH,C0012634
C0443476,ASSOCIATED_WITH,C0699748
C0036884,TREATS,C0008059
C0036884,TREATS,C0025266
C0014927,TREATS,C0026809
C0036884,TREATS,C0238607
C0036884,TREATS,C0034693
C0279175,TREATS,C0043210
C0036911,USES,C0009653
C0036916,COEXISTS_WITH,C0332155
C0036974,COEXISTS_WITH,C0012634
C0036974,COEXISTS_WITH,C1562029
C0036974,COEXISTS_WITH,C0026916
C0036974,COEXISTS_WITH,C0520679
C0036980,COEXISTS_WITH,C0027051
C0036980,COEXISTS_WITH,C3241937
C0037017,INTERACTS_WITH,C0206679
C0037047,INTERACTS_WITH,C0015576
C0037067,INTERACTS_WITH,C0058980|5313|5610
C0037080,AUGMENTS,C0040649
C0037080,COEXISTS_WITH,C0006826
C1519692,COEXISTS_WITH,C0012634
C0037080,COEXISTS_WITH,C0013936
C0037080,COEXISTS_WITH,C0018270
C0037080,COEXISTS_WITH,C1154417
C0037080,COEXISTS_WITH,C0599702
C0037080,COEXISTS_WITH,C4733095
C0037083,AUGMENTS,C0040649
C0037083,COEXISTS_WITH,C0232338
C0037083,COEXISTS_WITH,C0006826
C0037083,COEXISTS_WITH,C0007608
C0037083,COEXISTS_WITH,C0008018
C0037083,COEXISTS_WITH,C0013936
C0032176,COEXISTS_WITH,C0018270
C0037083,COEXISTS_WITH,C0027477
C1522821,COEXISTS_WITH,C0026559
C0037083,COEXISTS_WITH,C0032961
C0037083,COEXISTS_WITH,C0596236
C0014139,COEXISTS_WITH,C0162638
C0037083,COEXISTS_WITH,C0301872
C0037083,COEXISTS_WITH,C0302600
C0037083,COEXISTS_WITH,C0596290
C0037083,COEXISTS_WITH,C1160421
C0037083,COEXISTS_WITH,C1155065
C0037083,PRODUCES,C0162772
C0037088,ASSOCIATED_WITH,C0024291
C0037090,ASSOCIATED_WITH,C0004096
C0520905,ASSOCIATED_WITH,C0012634
C0037090,ASSOCIATED_WITH,C0024117
C0037098,AUGMENTS,C0021358
C0037098,AUGMENTS,C0162638
C4045497,COEXISTS_WITH,C0043047
C1883054,TREATS,C0013395
C0037098,TREATS,C0016204
C0037098,TREATS,C0559031
C0037098,TREATS,C0037771
C0037098,TREATS,C0030920
C0037107,COEXISTS_WITH,C0768119
C0037111,TREATS,C0175989
C0006701,TREATS,C0035305
C0037114,TREATS,C0030705
C0037125,COEXISTS_WITH,C0043047
C0037125,TREATS,C0011334
C0037125,TREATS,C0702166
C0037129,TREATS,C0006434
C0037129,TREATS,C0018188
C0037129,TREATS,C0019080
C0037129,TREATS,C0085423
C0037129,TREATS,C0085426
C0037134,TREATS,C0040954
C0037134,TREATS,C0006434
C0037134,TREATS,C0030705
C0037134,TREATS,C0037299
C0037134,TREATS,C0043241
C0037135,TREATS,C0023895
C0037135,TREATS,C0026809
C0037135,TREATS,C0870668
C0037135,TREATS,C0034693
C0037138,TREATS,C0233565
C0037167,TREATS,C0034693
C0037167|885,TREATS,C0015859
C0037179,USES,C0392247
C0037239,TREATS,C0034693
C0037267,ASSOCIATED_WITH,C0221198
C0037284,COEXISTS_WITH,C5848261
C0085636,ASSOCIATED_WITH,C0012634
C0037285,ASSOCIATED_WITH,C5203670
C0037296,USES,C0012460
C0037296,USES,C0019654
C0037296,USES,C0030842
C0037296,USES,C0031858
C0037296,USES,C0034131
C0037297,TREATS,C0238417
C0037297,TREATS,C0042947
C0037297,TREATS,C0030705
C0037297,TREATS,C0034693
C0037313,ASSOCIATED_WITH,C0002395
C0037313,ASSOCIATED_WITH,C0007222
C0037313,ASSOCIATED_WITH,C0014860
C0037313,ASSOCIATED_WITH,C0014544
C0025344,ASSOCIATED_WITH,C0015672
C0037313,ASSOCIATED_WITH,C0016053
C0037313,ASSOCIATED_WITH,C0020538
C0037817,ASSOCIATED_WITH,C0024117
C0037313,ASSOCIATED_WITH,C0027404
C0043084,ASSOCIATED_WITH,C0028754
C0037313,ASSOCIATED_WITH,C0030193
C0037313,ASSOCIATED_WITH,C0029106
C0037313,ASSOCIATED_WITH,C0035258
C0037313,ASSOCIATED_WITH,C0039082
C0005823,ASSOCIATED_WITH,C0086132
C0037313,ASSOCIATED_WITH,C0520679
C0037313,ASSOCIATED_WITH,C0917801
C0037313,ASSOCIATED_WITH,C1457887
C0037313,COEXISTS_WITH,C0009637
C0037313,COEXISTS_WITH,C0032961
C0037313,COEXISTS_WITH,C1514892
C0043012,COEXISTS_WITH,C0037319
C0037313,COEXISTS_WITH,C0043012
C0037313,COEXISTS_WITH,C4520800
C0037313,COEXISTS_WITH,C0442696
C0037317,ASSOCIATED_WITH,C0030567
C0037317,COEXISTS_WITH,C0002395
C0037317,COEXISTS_WITH,C0005586
C0037317,COEXISTS_WITH,C0011581
C0041325,COEXISTS_WITH,C0030567
C0037317,COEXISTS_WITH,C0424419
C0037317,COEXISTS_WITH,C1457887
C0037317,COEXISTS_WITH,C5203670
C0037319,COEXISTS_WITH,C0037313
C0037361,ASSOCIATED_WITH,C0030567
C0037366,ASSOCIATED_WITH,C0024117
C0037384,ASSOCIATED_WITH,C1827301
C0037384,ASSOCIATED_WITH,C0037315
C0037473,ASSOCIATED_WITH,C0012634
C0018340,ASSOCIATED_WITH,C0016059
C0037473,ASSOCIATED_WITH,C0746102
C0037473,ASSOCIATED_WITH,C0020538
C0037473,ASSOCIATED_WITH,C0085580
C0037473,AUGMENTS,C0001272
C0037473,AUGMENTS,C0221102
C0037473,AUGMENTS,C0243144
C0037473,AUGMENTS,C1159599
C0037473,COEXISTS_WITH,C0011947
C0037473,COEXISTS_WITH,C0178555
C0037473,COEXISTS_WITH,C1384115
C0037473,COEXISTS_WITH,C0768119
C0037473,COEXISTS_WITH,C0175814
C0019053,INHIBITS,C0032821
C0037473,INTERACTS_WITH,C0006675
C0037473,INTERACTS_WITH,C0001459
C0037473,STIMULATES,C0025545
C0037473,STIMULATES,C1336014
C0949645,STIMULATES,C0032821
C0037473,STIMULATES,C0596902
C0037479,TREATS,C0003469
C0037479,TREATS,C0206750
C0037479,TREATS,C0011991
C0037479,TREATS,C0038220
C0037487,TREATS,C0013238
C0037490,TREATS,C0014836
C0037490,TREATS,C0022729
C1509873,TREATS,C0033700
C0037490,TREATS,C0004030
C0037490,TREATS,C0038160
C0037490,TREATS,C0038395
C0037490,TREATS,C0024586
C0037490,TREATS,C0149778
C0020402,TREATS,C0162627
C5139849,INTERACTS_WITH,C0597329
C0037492,INTERACTS_WITH,C0597694
C0037494,ASSOCIATED_WITH,C0578870
C0037494,AUGMENTS,C0005823
C0037494,AUGMENTS,C0018270
C0037494,AUGMENTS,C0042376
C0037494,COEXISTS_WITH,C2266973
C0790233,COEXISTS_WITH,C0043047
C0790233,DISRUPTS,C0018270
C0037494,INTERACTS_WITH,C0022023
C0037494,INTERACTS_WITH,C1955907
C0037494,INTERACTS_WITH,C0036140
C0037494,INTERACTS_WITH,C0043047
C0028125,STIMULATES,C0052451
C0069590,TREATS,C0008059
C0037494,TREATS,C0009932
C0037494,TREATS,C0010037
C0037494,TREATS,C0011175
C0010505,TREATS,C0012984
C0037494,TREATS,C0340293
C0037494,TREATS,C0020625
C0037494,TREATS,C0026809
C0037494,TREATS,C0206193
C0037494,TREATS,C0034693
C0936225,TREATS,C0034705
C0037494,TREATS,C0034715
C0037494,TREATS,C0038941
C0037494,TREATS,C0038435
C0030015,TREATS,C0043251
C0699857,TREATS,C0857121
C0054302,TREATS,C0004626
C0037496,TREATS,C0007642
C0037496,TREATS,C0003175
C1445698,TREATS,C0029443
C0037496,TREATS,C0032787
C0037496,TREATS,C0079487
C0037496,TREATS,C0007570
C0037496,TREATS,C0013687
C0037506,COEXISTS_WITH,C0043047
C0037507,TREATS,C0020437
C0037507,TREATS,C0004239
C0037507,TREATS,C0030186
C0037508,COEXISTS_WITH,C0037098
C0071074,TREATS,C0029456
C2701564,TREATS,C0030705
C0037508,TREATS,C0034693
C0037508,TREATS,C1510471
C0037512,TREATS,C0040262
C0037512,TREATS,C0311375
C0037513,TREATS,C0002965
C0037513,TREATS,C0013882
C0037513,TREATS,C0010072
C0037513,TREATS,C0027051
C0037513,TREATS,C0032787
C0037513,TREATS,C0034065
C0037513,TREATS,C0040038
C0126169,TREATS,C0040046
C0037518,COEXISTS_WITH,C0104238
C0037518,COEXISTS_WITH,C0790233
C0302837,TREATS,C0037278
C0037518,TREATS,C0020532
C0037518,TREATS,C0544794
C0037521,TREATS,C0006434
C0031447,TREATS,C0011156
C0037521,TREATS,C0023892
C0037521,TREATS,C0023223
C0037521,TREATS,C0034530
C0061073,TREATS,C0038160
C3653501,TREATS,C0038941
C0037521,TREATS,C0043246
C0037521,TREATS,C0043253
C0037530,TREATS,C0740391
C0037530,TREATS,C0042345
C0037531,TREATS,C3203356
C0037531,TREATS,C0007642
C0027360,TREATS,C0014121
C0076075,TREATS,C0029443
C0037531,TREATS,C0032787
C0037531,TREATS,C0035243
C0022180,TREATS,C0036690
C0037531,TREATS,C0038160
C0037531,TREATS,C0042029
C0037531,TREATS,C0043241
C4084530,TREATS,C0085437
C0037531,TREATS,C0162627
C0037532,TREATS,C0034693
C5221241,AUGMENTS,C0023775
C0037533,AUGMENTS,C0036019
C0037533,DISRUPTS,C1140999
C0037533,INTERACTS_WITH,C0028128
C0066101,STIMULATES,C0018338
C0037533,STIMULATES,C0018358
C0949217,STIMULATES,C0028128
C0037533,STIMULATES,C1097411
C0037533,TREATS,C0018801
C0037533,TREATS,C0020538
C0025039,TREATS,C0020540
C0076784,TREATS,C0021890
C4519269,TREATS,C0030705
C0037533,TREATS,C0034693
C0037536,TREATS,C0004623
C0037536,TREATS,C0007642
C0037536,TREATS,C1960924
C4541381,TREATS,C0029443
C0037536,TREATS,C0032787
C0037536,TREATS,C0398650
C0037536,TREATS,C0036690
C0037536,TREATS,C0038160
C0037536,TREATS,C0042029
C0037536,TREATS,C0161816
C0037536,TREATS,C0085437
C0037537,TREATS,C0007384
C0037537,TREATS,C0015652
C0037537,TREATS,C0030705
C0037537,TREATS,C0751362
C0037540,TREATS,C0001261
C0037540,TREATS,C0003175
C0376266,TREATS,C0004623
C0037540,TREATS,C0006057
C0037540,TREATS,C0014009
C0037540,TREATS,C0271638
C0037540,TREATS,C0018099
C0148932,TREATS,C0014836
C0037540,TREATS,C0730345
C0037540,TREATS,C0023860
C0037540,TREATS,C0025303
C0037540,TREATS,C0030636
C0037540,TREATS,C0031046
C0037540,TREATS,C0264492
C0037540,TREATS,C0034686
C0037540,TREATS,C0035243
C0037540,TREATS,C0022876
C0037540,TREATS,C0036690
C0037540,TREATS,C0038160
C0037540,TREATS,C0039128
C2744440,TREATS,C0039614
C0037540,TREATS,C0042029
C0037540,TREATS,C0162627
C1337140,TREATS,C1301422
C0037548,TREATS,C0035528
C0037549,TREATS,C0001144
C0039840,TREATS,C0022603
C0037549,TREATS,C0033860
C0037549,TREATS,C0034693
C0037549,TREATS,C0036271
C0037549,TREATS,C0036508
C0028420,TREATS,C3665596
C0037556,TREATS,C0014849
C0037556,TREATS,C0030705
C0037556,TREATS,C0042345
C0037567,TREATS,C0005586
C0037567,TREATS,C0008059
C0037567,TREATS,C0014544
C0037567,TREATS,C0014553
C0037567,TREATS,C0030705
C0037567,TREATS,C0034693
C3486462,TREATS,C0085417
C0037567,TREATS,C0525045
C0037638,INTERACTS_WITH,C0003075
C0087068,INTERACTS_WITH,C0022023
C0037638,INTERACTS_WITH,C0032521
C0037638,INTERACTS_WITH,C0033684
C0037638,INTERACTS_WITH,C0033727
C0037638,INTERACTS_WITH,C0036140
C0037638,INTERACTS_WITH,C0043047
C0037638,INTERACTS_WITH,C0001128
C0021212,INTERACTS_WITH,C0597488
C0037643,INHIBITS,C0386983
C0037643,TREATS,C0024400
C0037657,ASSOCIATED_WITH,C0006142
C0037657,ASSOCIATED_WITH,C0006826
C0037657,AUGMENTS,C0018270
C0037657,INTERACTS_WITH,C0007634
C0037657,INTERACTS_WITH,C0021665
C0037657,INTERACTS_WITH,C0037663
C0037657,INTERACTS_WITH,C0919442|4681
C0007427|1509,TREATS,C0008059
C0037657,TREATS,C0030705
C0037657,TREATS,C0034693
C0037659,DISRUPTS,C1154417
C0037659,DISRUPTS,C1256369
C0037659,INHIBITS,C0017687
C0037659,INHIBITS,C0017687|2641
C0037659,INHIBITS,C0021641
C0037659,INHIBITS,C0037663
C0037659,INTERACTS_WITH,C0431085
C0732165|6750,INTERACTS_WITH,C0021792
C1869620,INTERACTS_WITH,C0027882
C0079259|1756,TREATS,C0012984
C0037659,TREATS,C0019080
C0534137|1555,TREATS,C0026809
C0037659,TREATS,C0030705
C0037659,TREATS,C0034716
C0037659|6750,INTERACTS_WITH,C0007634
C0006784,INTERACTS_WITH,C0027882
C0037659|6750,TREATS,C0012984
C0208940|5967,TREATS,C0030705
C0037659|6750,TREATS,C0042947
C0037663,ASSOCIATED_WITH,C0039614
C0037663,ASSOCIATED_WITH,C0014236
C0037663,ASSOCIATED_WITH,C0271561
C0717898,AUGMENTS,C0018270
C0037663,AUGMENTS,C0023796
C0037663,COEXISTS_WITH,C4519739
C0037663,INHIBITS,C0040139
C0037663,INTERACTS_WITH,C0007634
C0037663,INTERACTS_WITH,C0034789
C0037663,STIMULATES,C0021665
C0037663,STIMULATES,C0031715
C0037663,STIMULATES,C0597295
C0037663,STIMULATES,C0248813|3725
C0037663,STIMULATES,C0025246
C0037663,TREATS,C0079487
C0037663,TREATS,C0001792
C0037663,TREATS,C0324306
C0037663,TREATS,C0008059
C0037663,TREATS,C0034716
C0037663,TREATS,C0238703
C0034857,TREATS,C0025266
C0037663,TREATS,C0026809
C0037663,TREATS,C0028754
C0037663,TREATS,C0030705
C0037663,TREATS,C0032897
C1422064|59272,TREATS,C0034693
C0037663,TREATS,C0036945
C0037663,TREATS,C0039005
C0037663,TREATS,C0041408
C0037663,TREATS,C0043210
C0037663,TREATS,C0034035
C0305057,TREATS,C0205653
C5834356,TREATS,C0271561
C0037663,TREATS,C0575081
C0037663,TREATS,C0870221
C1136102,TREATS,C0870604
C0037668,AUGMENTS,C1154417
C0037668,STIMULATES,C0037663
C0037668,TREATS,C0008059
C0037668,TREATS,C0030705
C0037668,TREATS,C0034693
C1096776,USES,C0150141
C0037680,USES,C0182400
C0037680,USES,C0728475
C0037688,TREATS,C0009806
C0037688,TREATS,C0206193
C0037688,TREATS,C0032343
C0037688,TREATS,C0034693
C0059623,TREATS,C0241863
C0037707,TREATS,C0033817
C0037707,TREATS,C0004238
C0037707,TREATS,C0004239
C0037707,TREATS,C0030705
C0037707,TREATS,C0086227
C0037707,TREATS,C0042510
C0037707,TREATS,C0042514
C0037732,TREATS,C0020517
C0037732,TREATS,C2717961
C0037766,TREATS,C0022104
C0037802,USES,C0028101
C0037803,USES,C0810633
C0037805,USES,C1571809
C0008559,USES,C0004185
C0037806,USES,C1413357|8837
C0037812,USES,C0260254
C0037812,USES,C0022023
C0037812,USES,C0026336
C0037812,USES,C0031705
C0428152,USES,C0033727
C0037812,USES,C0035028
C1442042,USES,C0180392
C1439852,USES,C0181532
C0037812,USES,C0182400
C0037812,USES,C0183395
C0037812,USES,C0205750
C0919386,USES,C0242849
C0037812,USES,C0260061
C0037812,USES,C0309989
C0037812,USES,C0392254
C0037812,USES,C0444427
C0037812,USES,C0567415
C0037812,USES,C0597717
C0037812,USES,C1135846
C0037812,USES,C1332120|545
C0037812,USES,C1335823|7979
C0037812,USES,C1421479|8936
C0007616,USES,C1441621
C0037812,USES,C1511790
C0037812,USES,C1516801
C1278073,USES,C1553628
C0201594,USES,C1571809
C0037812,USES,C1719039
C0678634,USES,C2699997
C0037812,USES,C2700282
C0037813,USES,C0008550
C0037813,USES,C0008551
C0037813,USES,C0008555
C0037813,USES,C0806957
C0037813,USES,C0003075
C0037813,USES,C0021069
C0037813,USES,C0022023
C0009407,USES,C0030956
C0037813,USES,C0033684
C1441615,USES,C0182400
C0037813,USES,C0183396
C0441667,USES,C0185115
C0037813,USES,C0201699
C0037813,USES,C0282597
C0037813,USES,C0596389
C0037813,USES,C0441666
C0085531,USES,C0598827
C0599927,USES,C0872318
C0037813,USES,C1328856
C0037813,USES,C1441655
C0037813,USES,C0935606
C0037813,USES,C1516801
C0037813,USES,C1518101
C0037813,USES,C1533685
C0441665,USES,C1553145
C0037813,USES,C1719039
C0037813,USES,C2347727
C0037815,USES,C3850137
C0037815,USES,C2825200
C0037815,USES,C0011121
C0037817,ASSOCIATED_WITH,C0349774
C0043012,ASSOCIATED_WITH,C0030567
C0037817,COEXISTS_WITH,C0439824
C0037817,PRODUCES,C0001675
C0037831,TREATS,C0008100
C0037831,TREATS,C0870602
C0037853,COEXISTS_WITH,C0678715
C0682523,INTERACTS_WITH,C0029045
C0037868,PRODUCES,C0007745
C0037871,INTERACTS_WITH,C0032433
C0037874,INTERACTS_WITH,C0045283
C0037903,INTERACTS_WITH,C0042306
C0037903,PRODUCES,C0007745
C0037906,INTERACTS_WITH,C0007745
C0042479,INTERACTS_WITH,C0008377
C0037907,INHIBITS,C0035379
C0037929,COEXISTS_WITH,C0037937
C0037929,COEXISTS_WITH,C0683911
C0037929,DISRUPTS,C0162638
C0037935,TREATS,C0007789
C0037935,TREATS,C0008059
C0037935,TREATS,C0030705
C0037935,TREATS,C0034693
C0037935,TREATS,C0036439
C0037935,TREATS,C0014860
C0037935,TREATS,C0205653
C0037831,TREATS,C0410698
C0037935,TREATS,C0265004
C0037935,TREATS,C0575157
C0037935,TREATS,C0595995
C0037935,TREATS,C1285162
C0037943,TREATS,C0008059
C0037943,TREATS,C4048294
C0037943,TREATS,C0021289
C0037943,TREATS,C0871463
C0037956,TREATS,C0034693
C0037982,ASSOCIATED_WITH,C0018801
C0546861,INHIBITS,C0002006
C0037982,INHIBITS,C0034838
C0037982,TREATS,C0003962
C0037982,TREATS,C0013604
C0037982,TREATS,C1306632
C0037982,TREATS,C0018802
C0037982,TREATS,C0019572
C0037982,TREATS,C0020428
C0037982,TREATS,C0020538
C0037982,TREATS,C0231225
C1667080,TREATS,C0030705
C0037982,TREATS,C0034693
C0037982,TREATS,C0034961
C0037982,TREATS,C0242383
C0037982,TREATS,C0489482
C0037982,TREATS,C0702166
C0037993,PRODUCES,C0079189
C0037995,TREATS,C0001675
C0037995,TREATS,C0002871
C0037995,TREATS,C0002875
C0037995,TREATS,C0002878
C1299802,TREATS,C0002895
C0037995,TREATS,C0021294
C0037995,TREATS,C0853897
C0037995,TREATS,C0012984
C0037995,TREATS,C0018939
C0037995,TREATS,C0019080
C0037995,TREATS,C0019204
C0037995,TREATS,C0019829
C2936204,TREATS,C0020532
C0037995,TREATS,C0020541
C0192489,TREATS,C0023443
C0037995,TREATS,C5392833
C0037995,TREATS,C0023890
C0473275,TREATS,C0024623
C0037995,TREATS,C0026809
C0037995,TREATS,C0026987
C5856634,TREATS,C0030705
C0037995,TREATS,C0034693
C0037995,TREATS,C0037889
C0037995,TREATS,C0038000
C0037995,TREATS,C0038002
C0037995,TREATS,C1142110
C0037995,TREATS,C0043117
C0037995,TREATS,C0043210
C1273551,TREATS,C0043251
C0037995,TREATS,C0160405
C0037995,TREATS,C0241231
C0037995,TREATS,C0272286
C0189598,TREATS,C0272293
C0037995,TREATS,C0272412
C0037995,TREATS,C0398650
C0037995,TREATS,C0015967
C0004941,ASSOCIATED_WITH,C0012634
C0038009,TREATS,C0030705
C0038039,TREATS,C0028829
C0038039,TREATS,C0025266
C0038039,TREATS,C0027361
C0038039,TREATS,C0030705
C0038039,TREATS,C0043210
C0038039,TREATS,C0205653
C0038039,TREATS,C0238703
C0038071,COEXISTS_WITH,C0028908
C0038136,USES,C0026336
C0038136,USES,C0087111
C0038143,TREATS,C0017574
C0038143,TREATS,C0277558
C0013254,AUGMENTS,C0018270
C0038148,INHIBITS,C0036751
C0038148,INTERACTS_WITH,C0732611
C0038148,INTERACTS_WITH,C0034786|367
C0038148,INTERACTS_WITH,C0039601
C0038148,STIMULATES,C0034786|367
C0038148,TREATS,C0684030
C1532225,TREATS,C0026809
C0038148,TREATS,C0030705
C0038148,TREATS,C0034693
C0038148,TREATS,C0043210
C0038148,TREATS,C1257890
C0038148,TREATS,C0086582
C0038148,TREATS,C0271932
C0038149,TREATS,C0019243
C0038150,TREATS,C0029899
C0038150,TREATS,C0870602
C0038154,TREATS,C0029899
C0038154,TREATS,C0870869
C0038172,ASSOCIATED_WITH,C0238806
C0038172,ASSOCIATED_WITH,C0011615
C0038172,ASSOCIATED_WITH,C0012634
C0038172,ASSOCIATED_WITH,C0021311
C0038172,ASSOCIATED_WITH,C0024894
C0038172,ASSOCIATED_WITH,C0740394
C0038172,INTERACTS_WITH,C0004611
C0038172,INTERACTS_WITH,C0014834
C0331716,INTERACTS_WITH,C0033809
C0038172,INTERACTS_WITH,C4059023
C0317625,PRODUCES,C0040549
C0038172,PRODUCES,C0206527
C0038172,PRODUCES,C0210666
C0317593,PRODUCES,C0597508
C0038172,PRODUCES,C2826078
C0038172,PRODUCES,C0577749
C0038172,PRODUCES,C1617068
C0038174,ASSOCIATED_WITH,C0021311
C0038179,COEXISTS_WITH,C0043047
C0038179,INTERACTS_WITH,C0038636
C0038179,TREATS,C0034693
C0038187,ASSOCIATED_WITH,C0026914
C0575090,INTERACTS_WITH,C0871261
C0038220,COEXISTS_WITH,C0014544
C0038250,INTERACTS_WITH,C1519477
C0038250,INTERACTS_WITH,C0007634
C0038250,INTERACTS_WITH,C0014597
C0039748,INTERACTS_WITH,C0027836
C0038250,INTERACTS_WITH,C0027882
C1268443,INTERACTS_WITH,C0028944
C0038250,INTERACTS_WITH,C0029418
C0431085,INTERACTS_WITH,C0030281
C0038250,INTERACTS_WITH,C0206131
C0038250,INTERACTS_WITH,C0225336
C4042840,INTERACTS_WITH,C0225369
C0038250,INTERACTS_WITH,C0225828
C0038250,INTERACTS_WITH,C0227525
C0038250,PRODUCES,C0018284
C0038250,PRODUCES,C0164674
C0392254,PREVENTS,C0009566
C0038257,PREVENTS,C0020507
C0038257,PREVENTS,C0040053
C0038257,TREATS,C0001883
C0039142,TREATS,C0002940
C0038257,TREATS,C0003492
C0038257,TREATS,C0006826
C0038257,TREATS,C0007282
C0038257,TREATS,C0007766
C0441247,TREATS,C0008059
C0038257,TREATS,C0009566
C0038257,TREATS,C0009450
C0392254,TREATS,C0010068
C0038257,TREATS,C0877389
C0038257,TREATS,C0341492
C0038257,TREATS,C0011849
C0038257,TREATS,C0012634
C0038257,TREATS,C0012984
C3880144,TREATS,C0016169
C0038257,TREATS,C0021270
C0038257,TREATS,C0027051
C0038257,TREATS,C0028778
C0038257,TREATS,C0030705
C0179226,TREATS,C0033845
C0038257,TREATS,C0038449
C0183479,TREATS,C0038833
C0038257,TREATS,C0699762
C0730376,TREATS,C0039082
C0038257,TREATS,C0030660
C0182634,TREATS,C0040583
C0038257,TREATS,C0041956
C0038257,TREATS,C0043210
C0038257,TREATS,C0085096
C0038257,TREATS,C0266215
C0038257,TREATS,C0155626
C0038257,TREATS,C0162869
C0700351,TREATS,C0221198
C1512682,TREATS,C0241863
C0038257,TREATS,C1861172
C0038257,TREATS,C0158570
C0038257,TREATS,C0333166
C0038257,TREATS,C0003090
C0038257,TREATS,C0333187
C0038257,TREATS,C0005745
C0179533,TREATS,C0599755
C0038257,TREATS,C0751956
C0038257,TREATS,C0877248
C0038257,TREATS,C0917996
C0038257,TREATS,C0947637
C0021901,TREATS,C0948089
C0179038,TREATS,C1257890
C0038257,TREATS,C1261287
C0872345,TREATS,C1299433
C0180125,TREATS,C1457887
C0038257,TREATS,C1510412
C0038257,TREATS,C1536220
C0038257,TREATS,C0521169
C0038257,TREATS,C3898473
C0184252,USES,C0004171
C0180565,USES,C0005978
C0038257,USES,C0021102
C0038257,USES,C0037114
C0038257,USES,C0038969
C0038257,USES,C0175731
C0038257,USES,C0178987
C0038257,USES,C2266949
C0038257,USES,C0441295
C0181209,USES,C0557689
C0038257,USES,C0813036
C0038257,USES,C1322815
C0038288,USES,C0179177
C0038289,TREATS,C0238607
C0038289,TREATS,C0043210
C0038317,ASSOCIATED_WITH,C0028960
C0543421,ASSOCIATED_WITH,C0012634
C0038317,ASSOCIATED_WITH,C0024117
C0038317,ASSOCIATED_WITH,C0879626
C0038317,AUGMENTS,C0004096
C0038317,AUGMENTS,C0029118
C0038317,AUGMENTS,C0010346
C0038317,AUGMENTS,C0012634
C0038317,AUGMENTS,C0018270
C0038317,AUGMENTS,C0162638
C0064673,COEXISTS_WITH,C0013227
C0038317,COEXISTS_WITH,C0043047
C0038317,DISRUPTS,C0018270
C0038317,INTERACTS_WITH,C0002844
C0038317,INTERACTS_WITH,C0073057
C0535968,INTERACTS_WITH,C0014939
C0038317,INTERACTS_WITH,C0981881
C0038317,INTERACTS_WITH,C0075061
C0038317,INTERACTS_WITH,C0597357
C0064673,PREVENTS,C0021368
C0038317,STIMULATES,C0597357
C0038317,TREATS,C0002103
C0038317,TREATS,C0003873
C0535968,TREATS,C0004096
C0038317,TREATS,C0008059
C0038317,TREATS,C0009324
C0038317,TREATS,C0340753
C0038317,TREATS,C0341558
C0038317,TREATS,C0012634
C0038317,TREATS,C0340354
C0038317,TREATS,C0001122
C0038317,TREATS,C0024141
C0038317,TREATS,C0027430
C0038317,TREATS,C0027726
C0038317,TREATS,C5239544
C0064673,TREATS,C0032285
C0038317,TREATS,C0039082
C0038317,TREATS,C0042164
C0038317,TREATS,C0149516
C0038317,TREATS,C1457887
C0543421,TREATS,C5203670
C0038323,INTERACTS_WITH,C0008377
C0038326,TREATS,C0036323
C0038348,PREVENTS,C0032807
C0162645,PREVENTS,C0149871
C0038348,TREATS,C0030705
C0038351,PRODUCES,C0911014
C0152967,COEXISTS_WITH,C0004364
C0038402,ASSOCIATED_WITH,C0340293
C0038408,PRODUCES,C0012524|7299
C0079134,ASSOCIATED_WITH,C0011334
C0006034,ASSOCIATED_WITH,C0011389
C0038410,ASSOCIATED_WITH,C0018989
C0038410,ASSOCIATED_WITH,C3661933
C0038410,ASSOCIATED_WITH,C0032285
C0038418,ASSOCIATED_WITH,C0027051
C0038418,ASSOCIATED_WITH,C0155626
C0038418,STIMULATES,C0032140|5340
C0038418,TREATS,C0152171
C0038418,TREATS,C0038325
C0038418,TREATS,C0030705
C0038418,TREATS,C0034065
C0172537,TREATS,C0040053
C0038418,TREATS,C0042487
C0038418,TREATS,C0149871
C0038418,TREATS,C0035328
C0038425,ASSOCIATED_WITH,C0041296
C0038425,ASSOCIATED_WITH,C0041327
C0038425,AUGMENTS,C0596988
C0038425,DISRUPTS,C0018270
C0038425,INTERACTS_WITH,C0003232
C0038425,TREATS,C0006309
C4519536,TREATS,C0007947
C0038425,TREATS,C0870221
C0036579,TREATS,C0014121
C0038425,TREATS,C0014836
C0795582,TREATS,C0018190
C0038425,TREATS,C0022729
C0038425,TREATS,C0026809
C0038425,TREATS,C0026918
C3272851,TREATS,C0030705
C0038425,TREATS,C1561828
C0038425,TREATS,C0039263
C0038425,TREATS,C0038395
C0038425,TREATS,C0041296
C0038425,TREATS,C0340647
C0038425,TREATS,C0041327
C1142985,TREATS,C0041351
C0038425,TREATS,C0042029
C0278766,TREATS,C0275959
C0038425,TREATS,C0276026
C0038425,TREATS,C0520775
C3485619,TREATS,C0577708
