PMID,Title,Authors,Source,PubDate,DOI,Volume,Issue,Pages,URL,Abstract
31465531,The lenalidomide/bortezomib/dexamethasone regimen for the treatment of blastic plasmacytoid dendritic cell neoplasm.,"Marmouset V, Joris M, Merlusca L, Beaumont M, Charbonnier A, Marolleau JP, Gruson B",Hematol Oncol. 2019 Oct;37(4):487-489. doi: 10.1002/hon.2671. Epub 2019 Sep 4.,2019 Oct,10.1002/hon.2671,37,4,487-489,https://pubmed.ncbi.nlm.nih.gov/31465531,"We describe the use and value of a lenalidomide/bortezomib/dexamethasone regimen for the treatment of three patients with blastic plasmacytoid dendritic cell neoplasm (BPDCN, a disease that lacks a consensus treatment). After five cycles of chemotherapy, we observed two complete responses and one clinical remission. Together with the encouraging literature data on the effects of lenalidomide and bortezomib on BPDCN cells, our results might prompt further investigations of this regimen's value in BPDCN."
31456939,"Carnosol, a Natural Polyphenol, Inhibits Migration, Metastasis, and Tumor Growth of Breast Cancer via a ROS-Dependent Proteasome Degradation of STAT3.","Alsamri H, El Hasasna H, Al Dhaheri Y, Eid AH, Attoub S, Iratni R",Front Oncol. 2019 Aug 8;9:743. doi: 10.3389/fonc.2019.00743. eCollection 2019.,2019,10.3389/fonc.2019.00743 743,9,,743,https://pubmed.ncbi.nlm.nih.gov/31456939,"We have previously demonstrated that carnosol, a naturally occurring diterpene, inhibited in vitro cell viability and colony growth, as well as induced cell cycle arrest, autophagy and apoptosis in human triple negative breast cancer (TNBC) cells. In the present study, we evaluated the ability of carnosol to inhibit tumor growth and metastasis in vivo. We found that non-cytotoxic concentrations of carnosol inhibited the migration and invasion of MDA-MB-231 cells in wound healing and matrigel invasion assays. Furthermore, gelatin zymography, ELISA, and RT-PCR assays revealed that carnosol inhibited the activity and downregulation the expression of MMP-9. Mechanistically, we demonstrated that carnosol suppressed the activation of STAT3 signaling pathway through a ROS-dependent targeting of STAT3 to proteasome-degradation in breast cancer cells (MDA-MB-231, Hs578T, MCF-7, and T47D). We show that blockade of proteasome activity, by MG-132 and bortezomib, or ROS accumulation, by N-acetylcysteine (NAC), restored the level of STAT3 protein. In addition, using chick embryo tumor growth assay, we showed that carnosol significantly and markedly suppressed tumor growth and metastasis of breast cancer xenografts. To the best of our knowledge, this is the first report which shows that carnosol specifically targets signal transducer and activator of transcription 3 (STAT3) for proteasome degradation in breast cancer. Our study further provide evidence that carnosol may represent a promising therapeutic candidate that canmodulate breast cancer growth and metastasis."
31406256,Proteomics identifies neddylation as a potential therapy target in small intestinal neuroendocrine tumors.,"Fotouhi O, Kjellin H, Juhlin CC, Pan Y, Vesterlund M, Ghaderi M, Yousef A, Andersson-Sand H, Kharaziha P, Caramuta S, Kjellman M, Zedenius J, Larsson C, Orre LM",Oncogene. 2019 Oct;38(43):6881-6897. doi: 10.1038/s41388-019-0938-8. Epub 2019 Aug 12.,2019 Oct,10.1038/s41388-019-0938-8,38,43,6881-6897,https://pubmed.ncbi.nlm.nih.gov/31406256,"Patients with small intestinal neuroendocrine tumors (SI-NETs) frequently develop spread disease; however, the underlying molecular mechanisms of disease progression are not known and effective preventive treatment strategies are lacking. Here, protein expression profiling was performed by HiRIEF-LC-MS in 14 primary SI-NETs from patients with and without liver metastases detected at the time of surgery and initial treatment. Among differentially expressed proteins, overexpression of the ubiquitin-like protein NEDD8 was identified in samples from patients with liver metastasis. Further, NEDD8 correlation analysis indicated co-expression with RBX1, a key component in cullin-RING ubiquitin ligases (CRLs). In vitro inhibition of neddylation with the therapeutic agent pevonedistat (MLN4924) resulted in a dramatic decrease of proliferation in SI-NET cell lines. Subsequent mass spectrometry-based proteomics analysis of pevonedistat effects and effects of the proteasome inhibitor bortezomib revealed stabilization of multiple targets of CRLs including p27, an established tumor suppressor in SI-NET. Silencing of NEDD8 and RBX1 using siRNA resulted in a stabilization of p27, suggesting that the cellular levels of NEDD8 and RBX1 affect CRL activity. Inhibition of CRL activity, by either NEDD8/RBX1 silencing or pevonedistat treatment of cells resulted in induction of apoptosis that could be partially rescued by siRNA-based silencing of p27. Differential expression of both p27 and NEDD8 was confirmed in a second cohort of SI-NET using immunohistochemistry. Collectively, these findings suggest a role for CRLs and the ubiquitin proteasome system in suppression of p27 in SI-NET, and inhibition of neddylation as a putative therapeutic strategy in SI-NET."
31332289,SOX7 regulates MAPK/ERK-BIM mediated apoptosis in cancer cells.,"Sun QY, Ding LW, Johnson K, Zhou S, Tyner JW, Yang H, Doan NB, Said JW, Xiao JF, Loh XY, Ran XB, Venkatachalam N, Lao Z, Chen Y, Xu L, Fan LF, Chien W, Lin DC, Koeffler HP",Oncogene. 2019 Aug;38(34):6196-6210. doi: 10.1038/s41388-019-0865-8. Epub 2019 Jul 22.,2019 Aug,10.1038/s41388-019-0865-8,38,34,6196-6210,https://pubmed.ncbi.nlm.nih.gov/31332289,"Apoptosis of cancer cells occurs by a complex gene regulatory network. Here we showed that SOX7 was significantly downregulated in different cancer types, especially in lung and breast cancers. Low expression of SOX7 was associated with advantage stage of cancer with shorter overall survival. Cancer cells with loss of SOX7 promoted cell survival and colony formation, suppressed cellular apoptosis and produced a drug resistant phenotype against a variety of chemo/targeting therapeutic agents. Mechanistically, SOX7 induced cellular apoptosis through upregulation of genes associated with both P38 and apoptotic signaling pathway, as well as preventing the proteasome mediated degradation of pro-apoptotic protein BIM. Treatment of either a proteasome inhibitor MG132 or bortezomib, or with a p-ERK/MEK inhibitor U0126 attenuate the SOX7 promoted BIM degradation. We identified Panobinostat, an FDA approved pan-HDAC inhibitor, could elevate and restore SOX7 expression in SOX7 silenced lung cancer cells. Taken together, these data revealed an unappreciated role of SOX7 in regulation of cellular apoptosis through control of MAPK/ERK-BIM signaling."
31239273,Sphingosine Kinase 1 Signaling Promotes Metastasis of Triple-Negative Breast Cancer.,"Acharya S, Yao J, Li P, Zhang C, Lowery FJ, Zhang Q, Guo H, Qu J, Yang F, Wistuba II, Piwnica-Worms H, Sahin AA, Yu D",Cancer Res. 2019 Aug 15;79(16):4211-4226. doi: 10.1158/0008-5472.CAN-18-3803. Epub 2019 Jun 25.,2019 Aug 15,10.1158/0008-5472.CAN-18-3803,79,16,4211-4226,https://pubmed.ncbi.nlm.nih.gov/31239273,"Triple-negative breast cancer (TNBC) is the most aggressive breast cancer subtype. To identify TNBC therapeutic targets, we performed integrative bioinformatics analysis of multiple breast cancer patient-derived gene expression datasets and focused on kinases with FDA-approved or in-pipeline inhibitors. Sphingosine kinase 1 (SPHK1) was identified as a top candidate. SPHK1 overexpression or downregulation in human TNBC cell lines increased or decreased spontaneous metastasis to lungs in nude mice, respectively. SPHK1 promoted metastasis by transcriptionally upregulating the expression of the metastasis-promoting gene FSCN1 via NFkappaB activation. Activation of the SPHK1/NFkappaB/FSCN1 signaling pathway was associated with distance metastasis and poor clinical outcome in patients with TNBC. Targeting SPHK1 and NFkappaB using clinically applicable inhibitors (safingol and bortezomib, respectively) significantly inhibited aggressive mammary tumor growth and spontaneous lung metastasis in orthotopic syngeneic TNBC mouse models. These findings highlight SPHK1 and its downstream target, NFkappaB, as promising therapeutic targets in TNBC. SIGNIFICANCE: SPHK1 is overexpressed in TNBC and promotes metastasis, targeting SPHK1 or its downstream target NFkappaB with clinically available inhibitors could be effective for inhibiting TNBC metastasis."
31192575,"Mussel-Derived, Cancer-Targeting Peptide as pH-Sensitive Prodrug Nanocarrier.","Ma Y, He P, Tian X, Liu G, Zeng X, Pan G",ACS Appl Mater Interfaces. 2019 Jul 10;11(27):23948-23956. doi: 10.1021/acsami.9b09031. Epub 2019 Jun 25.,2019 Jul 10,10.1021/acsami.9b09031,11,27,23948-23956,https://pubmed.ncbi.nlm.nih.gov/31192575,"In this work, we prepared a novel cancer chemotherapeutic nanocarrier through the self-assembly of a mussel-derived, cancer-targeting peptide with a pH-sensitive conjugation of antitumor drugs. The biomimetic peptide was designed with a fluorescent molecule fluorescein isothiocyanate for imaging, a RGD sequence for cancer-targeting and tetravalent catechol groups for dynamic conjugation of the antitumor drug bortezomib via pH-cleavable boronic acid-catechol esters. Our study demonstrated that the peptide-based prodrug nanocarrier dramatically the enhanced specific cellular uptake and cytotoxicity toward human breast cancer cells in vitro in comparison with free drug and nontargeting control nanoparticles. Likewise, the prodrug nanocarrier showed improved therapeutic efficacy and low systematic toxicity in vivo. Considering highly biomimetic nature of the peptide-based nanocarriers, rapid drug release from the dynamically conjugated prodrugs, and convenience of introducing cancer-targeting activity onto this nanosystem, we believe our work would provide new ideas for the development of intelligent and biocompatible drug delivery systems to improve the chemotherapy efficacy in clinic. Furthermore, the pH-sensitive drug conjugation mechanism on peptide-based nanocarriers would provide a hint for the exploitation of dynamic prodrug strategies and the development of highly biocompatible nanocarriers using biogenic materials, e.g., the proteinogenic nanomaterials decorated with drugs through dynamic covalent chemistry."
31063487,MicroRNAs as possible indicators of drug sensitivity in breast cancer cell lines.,"Uhr K, Prager-van der Smissen WJC, Heine AAJ, Ozturk B, van Jaarsveld MTM, Boersma AWM, Jager A, Wiemer EAC, Smid M, Foekens JA, Martens JWM",PLoS One. 2019 May 7;14(5):e0216400. doi: 10.1371/journal.pone.0216400. eCollection 2019.,2019,10.1371/journal.pone.0216400 e0216400,14,5,e0216400,https://pubmed.ncbi.nlm.nih.gov/31063487,"MicroRNAs (miRNAs) regulate gene expression post-transcriptionally. In this way they might influence whether a cell is sensitive or resistant to a certain drug. So far, only a limited number of relatively small scale studies comprising few cell lines and/or drugs have been performed. To obtain a broader view on miRNAs and their association with drug response, we investigated the expression levels of 411 miRNAs in relation to drug sensitivity in 36 breast cancer cell lines. For this purpose IC50 values of a drug screen involving 34 drugs were associated with miRNA expression data of the same breast cancer cell lines. Since molecular subtype of the breast cancer cell lines is considered a confounding factor in drug association studies, multivariate analysis taking subtype into account was performed on significant miRNA-drug associations which retained 13 associations. These associations consisted of 11 different miRNAs and eight different drugs (among which Paclitaxel, Docetaxel and Veliparib). The taxanes, Paclitaxel and Docetaxel, were the only drugs having miRNAs in common: hsa-miR-187-5p and hsa-miR-106a-3p indicative of drug resistance while Paclitaxel sensitivity alone associated with hsa-miR-556-5p. Tivantinib was associated with hsa-let-7d-5p and hsa-miR-18a-5p for sensitivity and hsa-miR-637 for resistance. Drug sensitivity was associated with hsa-let-7a-5p for Bortezomib, hsa-miR-135a-3p for JNJ-707 and hsa-miR-185-3p for Panobinostat. Drug resistance was associated with hsa-miR-182-5p for Veliparib and hsa-miR-629-5p for Tipifarnib. Pathway analysis for significant miRNAs was performed to reveal biological roles, aiding to find a potential mechanistic link for the observed associations with drug response. By doing so hsa-miR-187-5p was linked to the cell cycle G2-M checkpoint in line with this checkpoint being the target of taxanes. In conclusion, our study shows that miRNAs could potentially serve as biomarkers for intrinsic drug resistance and that pathway analyses can provide additional information in this context."
31004122,Examination of novel 4-aminoquinoline derivatives designed and synthesized by a hybrid pharmacophore approach to enhance their anticancer activities.,"Solomon VR, Pundir S, Lee H",Sci Rep. 2019 Apr 19;9(1):6315. doi: 10.1038/s41598-019-42816-4.,2019 Apr 19,10.1038/s41598-019-42816-4 6315,9,1,6315,https://pubmed.ncbi.nlm.nih.gov/31004122,"In an attempt to develop effective and potentially safe anticancer agents, thirty-six 4-aminoquinoline derived sulfonyl analogs were designed and synthesized using a hybrid pharmacophore approach. The cytotoxicity of these compounds was determined using three breast tumor cell lines (MDA-MB231, MDA-MB468 and MCF7) and two matching non-cancer breast epithelial cell lines (184B5 and MCF10A). Although most of the compounds were quite effective on the breast cancer cells, the compound 7-chloro-4-(4-(2,4-dinitrophenylsulfonyl)piperazin-1-yl)quinoline (13; VR23) emerged as potentially the most desirable one in this series of compounds. Data from the NCI-60 cancer panel screening show that compound 13 is effective on a wide range of different cancers. Importantly, compound 13 is needed up to 17.6-fold less doses to achieve the same IC(50) against cancer than non-cancer cells (MDA-MB468 vs MCF10A), suggesting that it can potentially be less toxic to normal cells. Cancer cells formed multiple centrosomes in the presence of compound 13, resulting in the cell cycle arrest at prometa-meta phase. This abnormality leads to eventual cell demise with sub-G1 DNA content typically shown with apoptotic cells. In addition, compound 13 also causes an increase in lysosomal volume in cancer but not in non-cancer cells, which may contribute at least in part to its preferential cancer cell-killing. The cancer cell-killing effect of compound 13 is highly potentiated when combined with either bortezomib or monastrol."
30954620,Expanding therapeutic utility of carfilzomib for breast cancer therapy by novel albumin-coated nanocrystal formulation.,"Park JE, Park J, Jun Y, Oh Y, Ryoo G, Jeong YS, Gadalla HH, Min JS, Jo JH, Song MG, Kang KW, Bae SK, Yeo Y, Lee W",J Control Release. 2019 May 28;302:148-159. doi: 10.1016/j.jconrel.2019.04.006. Epub 2019 Apr 4.,2019 May 28,S0168-3659(19)30198-1 [pii] 10.1016/j.jconrel.2019.04.006,302,,148-159,https://pubmed.ncbi.nlm.nih.gov/30954620,"Carfilzomib (CFZ) is the second-in-class proteasome inhibitor with much improved efficacy and safety profiles over bortezomib in multiple myeloma patients. In expanding the utility of CFZ to solid cancer therapy, the poor aqueous solubility and in vivo instability of CFZ are considered major drawbacks. We investigated whether a nanocrystal (NC) formulation can address these issues and enhance anticancer efficacy of CFZ against breast cancer. The surface of NC was coated with albumin in order to enhance the formulation stability and drug delivery to tumors via interactions with albumin-binding proteins located in and near cancer cells. The novel albumin-coated NC formulation of CFZ (CFZ-alb NC) displayed improved metabolic stability and enhanced cellular interactions, uptake and cytotoxic effects in breast cancer cells in vitro. Consistently, CFZ-alb NC showed greater anticancer efficacy in a murine 4T1 orthotopic breast cancer model than the currently used cyclodextrin-based formulation. Overall, our results demonstrate the potential of CFZ-alb NC as a viable formulation for breast cancer therapy."
30899304,"MiR-21, miR-34a, miR-125b, miR-181d and miR-648 levels inversely correlate with MGMT and TP53 expression in primary glioblastoma patients.","Jesionek-Kupnicka D, Braun M, Trabska-Kluch B, Czech J, Szybka M, Szymanska B, Kulczycka-Wojdala D, Bienkowski M, Kordek R, Zawlik I",Arch Med Sci. 2019 Mar;15(2):504-512. doi: 10.5114/aoms.2017.69374. Epub 2017 Jul 31.,2019 Mar,10.5114/aoms.2017.69374,15,2,504-512,https://pubmed.ncbi.nlm.nih.gov/30899304,"INTRODUCTION: TP53 and MGMT alterations play a crucial role in glioblastoma (GB) pathogenesis. TP53 and MGMT function is affected by several pathologic mechanisms, such as point mutations or promoter methylation, which are well characterized. Expression of both genes can be regulated by other mechanisms as well, e.g., microRNAs (miRNAs). Moreover, cross-talk among various pathologic processes may occur, further affecting MGMT and TP53 functionality. MATERIAL AND METHODS: In 49 GB patients, we analyzed the possible associations between TP53 and its miRNA regulators miR-125b, miR-21, and miR-34a, as well as MGMT and its miRNA regulators miR-181d and miR-648. We evaluated the possible influence of mutational and methylation status on the pre-identified associations. RESULTS: In patients with immunohistochemistry-detected TP53 overexpression, expression levels of miR-34a and TP53 were negatively correlated (r = -0.56, p = 0.0195), and in patients with TP53 mutations, expression levels of TP53 and miR-21 were negatively correlated (r = -0.67, p = 0.0330). In patients with MGMT methylation, expression levels of MGMT were negatively correlated with miR-648 and miR-125b expression levels (r = -0.61, p = 0.0269 and r = -0.34, p = 0.0727, respectively). CONCLUSIONS: Our findings demonstrate that selected miRNAs are significantly correlated with MGMT and TP53 levels, but the extent of this correlation differs regarding the TP53 and MGMT mutational and promoter methylation status."
30867374,Novel HDAC6 selective inhibitors with 4-aminopiperidine-1- carboxamide as the core structure enhanced growth inhibitory activity of bortezomib in MCF-7 cells.,"Zhao C, Gao J, Zhang L, Su L, Luan Y",Biosci Trends. 2019;13(1):91-97. doi: 10.5582/bst.2019.01049.,2019,10.5582/bst.2019.01049,13,1,91-97,https://pubmed.ncbi.nlm.nih.gov/30867374,"In epigenetics, histone deacetylases (HDACs) are well validated targets for the development of anticancer drugs. In this work, we reported the design and synthesis of a series of twenty two novel (E)-N-hydroxycinnamamide-based HDAC inhibitors with 4-aminopiperidine1-carboxamide as the core structure. Most newly synthesized compounds displayed high inhibition rates toward HDAC at the concentration of 1 muM. Among them, the inhibition rates of compounds LYP-2, LYP-3, LYP-6, and LYP-15 were more than 75%. Furthermore, compounds LYP-2, LYP-3, and LYP-6 potently inhibited the activity of HDAC6 with selectivity over HDAC1. We chose LYP-2 and LYP-6 to test its antiproliferative effect on breast cancer cells MCF-7. Either LYP-2 or LYP-6 alone moderately suppressed the cell growth, but could synergistically enhance the inhibitory effect of bortezomib. These results suggested that combined HDAC6 inhibitor and bortezomib regimen might be an option for breast cancer treatment."
30793308,Resistance to bortezomib in breast cancer cells that downregulate Bim through FOXA1 O-GlcNAcylation.,"Liu Y, Wang X, Zhu T, Zhang N, Wang L, Huang T, Cao Y, Li W, Zhang J",J Cell Physiol. 2019 Aug;234(10):17527-17537. doi: 10.1002/jcp.28376. Epub 2019 Feb 21.,2019 Aug,10.1002/jcp.28376,234,10,17527-17537,https://pubmed.ncbi.nlm.nih.gov/30793308,"Bortezomib (BTZ), a well-established proteasome inhibitor used in the clinical therapy, leads the modulation of several biological alterations and in turn induces apoptosis. Although clinical trials with BTZ have shown promising results for some types of cancers, but not for some others, including those of the breast. The molecular basis of BTZ resistance in breast cancer remains elusive. In the present study, we found that cellular O-GlcNAc modification was dramatically elevated by BTZ treatment in intrinsic resistant MCF-7 and T47D cells, but not in sensitive MDA-MB-231 cells. A progressive increase in O-GlcNAcylation characterized the increased acquired resistance of MDA-MB-231-derived cells. We showed that elevated O-GlcNAc subsequently modified breast cancer related pioneer factor FOXA1 and reduced its protein stability. Further, we demonstrated that FOXA1 attenuation was involved in transcriptional downregulation of proapoptotic Bim and thus suppressed breast cancer cell apoptosis. Finally, the combination of O-GlcNAc inhibitor L01 to BTZ sensitized resistant cells. Our results have revealed a new regulatory mechanism that involves O-GlcNAc elevation mediated Bim deficiency, which plays a key role in the apoptotic dysregulation and BTZ resistance in breast cancer cells."
30563570,Prediction and prognostic significance of BCAR3 expression in patients with multiple myeloma.,"Zhang W, Lin Y, Liu X, He X, Zhang Y, Fu W, Yang Z, Yang P, Wang J, Hu K, Zhang X, Liu W, Yuan X, Jing H",J Transl Med. 2018 Dec 18;16(1):363. doi: 10.1186/s12967-018-1728-8.,2018 Dec 18,10.1186/s12967-018-1728-8 363,16,1,363,https://pubmed.ncbi.nlm.nih.gov/30563570,"BACKGROUND: Multiple myeloma (MM) is the plasma cell tumor, which is characterized by clonal proliferation of tumor cells, with high risk of progression to renal impairment, bone damage and amyloidosis. Although the survival rate of patients with MM has improved in the past decade, most people inevitably relapse. The treatment and prognosis of MM are still urgent problems. Breast Cancer Antiestrogen Resistance 3 (BCAR3) is a protein-coding gene that is associated with many tumors. However, there have been few studies on the relationship of BCAR3 and MM. METHODS: We analyzed 1878 MM patients (1930 samples) from 7 independent datasets. First, we compared the BCAR3 expression level of MM patients in different stages and MM patients with different amplification of 1q21. Second, we analyzed BCAR3 expression levels in MM patients with different molecular subtypes. Finally, we explored the event-free survival rate (EFS) and overall survival rate (OS) of MM patients with high or low BCAR3 expression, including patients before and after relapse, and their therapeutic responses to bortezomib and dexamethasone. RESULTS: The expression of BCAR3 showed a decreasing trend in stages I, II and III (P = 0.00068). With the increase of 1q21 amplification level, the expression of BCAR3 decreased (P = 0.022). Patients with high BCAR3 expression had higher EFS and OS (EFS: P < 0.0001, OS: P < 0.0001). The expression of BCAR3 gene before relapse was higher than that after relapse (P = 0.0045). BCAR3 is an independent factor affecting prognosis (EFS: P = 5.17E-03; OS: P = 3.33E-04). CONCLUSION: We found that high expression level of BCAR3 predicted better prognosis of MM patients. Low expression of BCAR3 at diagnosis can predict early relapse. BCAR3 is an independent prognostic factor for MM. BCAR3 can be used as a potential biomarker."
30482226,Increasing intratumor C/EBP-beta LIP and nitric oxide levels overcome resistance to doxorubicin in triple negative breast cancer.,"Salaroglio IC, Gazzano E, Abdullrahman A, Mungo E, Castella B, Abd-Elrahman GEFA, Massaia M, Donadelli M, Rubinstein M, Riganti C, Kopecka J",J Exp Clin Cancer Res. 2018 Nov 27;37(1):286. doi: 10.1186/s13046-018-0967-0.,2018 Nov 27,10.1186/s13046-018-0967-0 286,37,1,286,https://pubmed.ncbi.nlm.nih.gov/30482226,"BACKGROUND: Triple negative breast cancer (TNBC) easily develops resistance to the first-line drug doxorubicin, because of the high levels of the drug efflux transporter P-glycoprotein (Pgp) and the activation of pro-survival pathways dependent on endoplasmic reticulum (ER). Interfering with these mechanisms may overcome the resistance to doxorubicin, a still unmet need in TNBC. METHODS: We analyzed a panel of human and murine breast cancer cells for their resistance to doxorubicin, Pgp expression, lysosome and proteasome activity, nitrite production, ER-dependent cell death and immunogenic cell death parameters. We evaluated the efficacy of genetic (C/EBP-beta LIP induction) and pharmacological strategies (lysosome and proteasome inhibitors), in restoring the ER-dependent and immunogenic-dependent cell death induced by doxorubicin, in vitro and in syngeneic mice bearing chemoresistant TNBC. The results were analyzed by one-way analysis of variance test. RESULTS: We found that TNBC cells characterized by high levels of Pgp and resistance to doxorubicin, had low induction of the ER-dependent pro-apoptotic factor C/EBP-beta LIP upon doxorubicin treatment and high activities of lysosome and proteasome that constitutively destroyed LIP. The combination of chloroquine and bortezomib restored doxorubicin sensitivity by activating multiple and interconnected mechanisms. First, chloroquine and bortezomib prevented C/EBP-beta LIP degradation and activated LIP-dependent CHOP/TRB3/caspase 3 axis in response to doxorubicin. Second, C/EBP-beta LIP down-regulated Pgp and up-regulated calreticulin that triggered the dendritic cell (DC)-mediated phagocytosis of tumor cell, followed by the activation of anti-tumor CD8(+)T-lymphocytes upon doxorubicin treatment. Third, chloroquine and bortezomib increased the endogenous production of nitric oxide that further induced C/EBP-beta LIP and inhibited Pgp activity, enhancing doxorubicin's cytotoxicity. In orthotopic models of resistant TNBC, intratumor C/EBP-beta LIP induction - achieved by a specific expression vector or by chloroquine and bortezomib - effectively reduced tumor growth and Pgp expression, increased intra-tumor apoptosis and anti-tumor immune-infiltrate, rescuing the efficacy of doxorubicin. CONCLUSIONS: We suggest that preventing C/EBP-beta LIP degradation by lysosome and proteasome inhibitors triggers multiple virtuous circuitries that restore ER-dependent apoptosis, down-regulate Pgp and re-activate the DC/CD8(+)T-lymphocytes response against TNBC. Lysosome and proteasome inhibitors associated with doxorubicin may overcome the resistance to the drug in TNBC."
30456204,The Influence of Metabolism on Drug Response in Cancer.,"Zaal EA, Berkers CR",Front Oncol. 2018 Nov 2;8:500. doi: 10.3389/fonc.2018.00500. eCollection 2018.,2018,10.3389/fonc.2018.00500 500,8,,500,https://pubmed.ncbi.nlm.nih.gov/30456204,"Resistance to therapeutic agents, either intrinsic or acquired, is currently a major problem in the treatment of cancers and occurs in virtually every type of anti-cancer therapy. Therefore, understanding how resistance can be prevented, targeted and predicted becomes increasingly important to improve cancer therapy. In the last decade, it has become apparent that alterations in cellular metabolism are a hallmark of cancer cells and that a rewired metabolism is essential for rapid tumor growth and proliferation. Recently, metabolic alterations have been shown to play a role in the sensitivity of cancer cells to widely-used first-line chemotherapeutics. This suggests that metabolic pathways are important mediators of resistance toward anticancer agents. In this review, we highlight the metabolic alterations associated with resistance toward different anticancer agents and discuss how metabolism may be exploited to overcome drug resistance to classical chemotherapy."
30445147,"Trafficking of the amino acid transporter B(0,+) (SLC6A14) to the plasma membrane involves an exclusive interaction with SEC24C for its exit from the endoplasmic reticulum.","Kovalchuk V, Samluk L, Juraszek B, Jurkiewicz-Trzaska D, Sucic S, Freissmuth M, Nalecz KA",Biochim Biophys Acta Mol Cell Res. 2019 Feb;1866(2):252-263. doi: 10.1016/j.bbamcr.2018.11.005. Epub 2018 Nov 14.,2019 Feb,S0167-4889(18)30503-2 [pii] 10.1016/j.bbamcr.2018.11.005,1866,2,252-263,https://pubmed.ncbi.nlm.nih.gov/30445147,"A plasma membrane amino acid transporter B(0,+) (ATB(0,+)), encoded by the SLC6A14 gene, is specific for neutral and basic amino acids. It is up-regulated in several types of malignant cancers. Neurotransmitter transporters of the SLC6 family interact with specific SEC24 proteins of the COPII complex along their pathway from the endoplasmic reticulum (ER) to Golgi. This study focused on the possible role of SEC24 proteins in ATB(0,+) trafficking. Rat ATB(0,+) was expressed in HEK293 cells, its localization and trafficking were examined by Western blot, deglycosylation, immunofluorescence (co-localization with ER and trans-Golgi markers) and biotinylation. The expression of ATB(0,+) at the plasma membrane was decreased by dominant negative mutants of SAR1, a GTPase, whose activity triggers the formation of the COPII complex. ATB(0,+) co-precipitated with SEC24C (but not with the remaining isoforms A, B and D). This interaction was confirmed by immunocytochemistry and the proximity ligation assay. Co-localization of SEC24C with endogenous ATB(0,+) was also observed in MCF-7 breast cancer cells. Contrary to the endogenous transporter, part of the overexpressed ATB(0,+) is directed to proteolysis, a process significantly reversed by a proteasome inhibitor bortezomib. Co-transfection with a SEC24C dominant negative mutant attenuated ATB(0,+) expression at the plasma membrane, due to proteolytic degradation. These results support a hypothesis that lysine at position +2 downstream of the ER export ""RI"" motif on the cargo protein is crucial for SEC24C binding and for further trafficking to the Golgi. Moreover, there is an equilibrium between ER export and degradation mechanisms in case of overexpressed transporter."
30403331,A Targeted and pH-Responsive Bortezomib Nanomedicine in the Treatment of Metastatic Bone Tumors.,"Wang M, Cai X, Yang J, Wang C, Tong L, Xiao J, Li L",ACS Appl Mater Interfaces. 2018 Dec 5;10(48):41003-41011. doi: 10.1021/acsami.8b07527. Epub 2018 Nov 19.,2018 Dec 5,10.1021/acsami.8b07527,10,48,41003-41011,https://pubmed.ncbi.nlm.nih.gov/30403331,"Bortezomib is a boronate proteasome inhibitor widely used as an efficient anticancer drug; however, the clinical use of bortezomib is hampered by its adverse effects such as hematotoxicity and peripheral neuropathy, and low efficacy on solid tumors due to unfavorable pharmacokinetics and poor penetration in the solid tumors. In this study, we developed a tripeptide Arg-Gly-Asp (RGD)-targeted dendrimer conjugated with catechol and poly(ethylene glycol) groups for the targeted delivery of bortezomib to metastatic bone tumors. Bortezomib was loaded on the dendrimer via a boronate-catechol linkage with pH-responsive property, which plays an essential role in the control of bortezomib loading and release. The nontargeted bortezomib nanomedicine showed minimal cytotoxicity at pH 7.4, but significantly increased anticancer activity when cyclic RGD (cRGD) moieties were anchored on the dendrimer surface. The ligand cRGD enabled efficient internalization of the bortezomib complex by breast cancer cells such as MDA-MB-231 cells. The targeted nanomedicine efficiently depressed the progression of metastatic bone tumors and significantly inhibited the tumor-associated osteolysis in a model of bone tumors. This study provided an insight into the development of nanomedicine for metastatic bone tumors."
